norm,k_graph,alpha,conf_threshold,mean_macro_f1,mean_acc,mean_conf_assigned,pct_assigned
standard,20,0.3,0.7,0.14694632426048984,0.2779675041372047,0.9365606726011042,0.7235771674953447
standard,20,0.3,0.8,0.14694632426048984,0.2779675041372047,0.9593368617835752,0.6437594218061234
standard,20,0.5,0.5,0.14713694553926587,0.27565819166541305,0.8501810216436997,0.8983709575366553
standard,20,0.5,0.6,0.14713694553926587,0.27565819166541305,0.8895497238320388,0.7943294218661204
standard,20,0.5,0.7,0.14713694553926587,0.27565819166541305,0.9248464676771988,0.6924034916922203
standard,20,0.5,0.8,0.14713694553926587,0.27565819166541305,0.9519160804781944,0.5988089708970658
standard,20,0.7,0.5,0.14223182662895661,0.2709869113885964,0.8360617982438897,0.8796325510360093
standard,20,0.7,0.6,0.14223182662895661,0.2709869113885964,0.8777462893496795,0.7680912137395106
standard,20,0.7,0.7,0.14223182662895661,0.2709869113885964,0.9160201247053696,0.6572154660244859
standard,20,0.7,0.8,0.14223182662895661,0.2709869113885964,0.9457853386785035,0.5565087583190149
standard,30,0.1,0.5,0.1478733376386278,0.28930022136731925,0.8941004780797109,0.9400163405136052
standard,30,0.1,0.6,0.1478733376386278,0.28930022136731925,0.9296515109846556,0.8514848713916718
standard,30,0.1,0.7,0.1478733376386278,0.28930022136731925,0.9547420473502104,0.7816632425074114
standard,30,0.1,0.8,0.1478733376386278,0.28930022136731925,0.9726942632473121,0.7194528536332586
standard,30,0.2,0.5,0.14873001037308106,0.28930022136731925,0.8824997500686053,0.9330631568195319
standard,30,0.2,0.6,0.14873001037308106,0.28930022136731925,0.9200497409844616,0.8380167556218251
standard,30,0.2,0.7,0.14873001037308106,0.28930022136731925,0.9452175965149071,0.7671279409493982
standard,30,0.2,0.8,0.14873001037308106,0.28930022136731925,0.9658294514363556,0.6953091621450579
standard,30,0.3,0.5,0.14891136232562677,0.28930022136731925,0.8733806382684787,0.924403390146091
standard,30,0.3,0.6,0.14891136232562677,0.28930022136731925,0.9119763743257057,0.8254110904402037
standard,30,0.3,0.7,0.14891136232562677,0.28930022136731925,0.9398050446732374,0.7458147374779687
standard,30,0.3,0.8,0.14891136232562677,0.28930022136731925,0.9616752225634194,0.6685182947417697
standard,30,0.5,0.5,0.15112221204219042,0.2916621891723441,0.8575402157308042,0.9064702823984558
standard,30,0.5,0.6,0.15112221204219042,0.2916621891723441,0.8982903879200924,0.7999279562490313
standard,30,0.5,0.7,0.15112221204219042,0.2916621891723441,0.9301723749328633,0.7084537338809368
standard,30,0.5,0.8,0.15112221204219042,0.2916621891723441,0.9559744435939453,0.6190368346822597
standard,30,0.7,0.5,0.14790370754685628,0.27971963721549997,0.8435728014390133,0.8853907909915618
standard,30,0.7,0.6,0.14790370754685628,0.27971963721549997,0.8872478168480802,0.7705115208288253
standard,30,0.7,0.7,0.14790370754685628,0.27971963721549997,0.9239375653478924,0.6673445154691767
standard,30,0.7,0.8,0.14790370754685628,0.27971963721549997,0.9515495145580527,0.5751313744328415
